Destination,Level_A,Level_B,Level_B_Counts,,
Brussels,Tours,Brewery Tours ,12,,
Brussels,Tours,Historical & Heritage Tours ,8,,
Brussels,Tours,Private Tours ,8,,
Brussels,Tours,Food Tours ,7,,
Brussels,Tours,Cultural Tours ,6,,
Brussels,Tours,"Bar, Club & Pub Tours ",3,,
Brussels,Museums,Specialty Museums ,57,,
Brussels,Museums,Art Museums ,16,,
Brussels,Museums,Art Galleries ,13,,
Brussels,Museums,History Museums ,12,,
Brussels,Museums,Children's Museums ,2,,
Brussels,Museums,Military Museums ,2,,
Brussels,Museums,Natural History Museums ,1,,
Brussels,Museums,Observatories & Planetariums ,1,,
Brussels,Museums,Science Museums ,1,,
Brussels,Nightlife,Bars & Clubs ,62,,
Brussels,Nightlife,Gay Clubs & Bars ,7,,
Brussels,Nightlife,Dance Clubs & Discos ,4,,
Brussels,Nightlife,Wine Bars ,4,,
Brussels,Nightlife,"Bar, Club & Pub Tours ",3,,
Brussels,Nightlife,Coffeehouses ,2,,
Brussels,Nature & Parks,Parks ,17,,
Brussels,Nature & Parks,Gardens ,4,,
Brussels,Nature & Parks,Playgrounds ,2,,
Brussels,Nature & Parks,Aquariums ,1,,
Brussels,Nature & Parks,Bodies of Water ,1,,
Brussels,Nature & Parks,Forests ,1,,
Brussels,Sights & Landmarks,Points of Interest & Landmarks ,58,,
Brussels,Sights & Landmarks,Architectural Buildings ,31,,
Brussels,Sights & Landmarks,Historic Sites ,22,,
Brussels,Sights & Landmarks,Sacred & Religious Sites ,18,,
Brussels,Sights & Landmarks,Neighborhoods ,14,,
Brussels,Sights & Landmarks,Churches & Cathedrals ,13,,
Brussels,Sights & Landmarks,Monuments & Statues ,10,,
Brussels,Sights & Landmarks,Government Buildings ,7,,
Brussels,Sights & Landmarks,Arenas & Stadiums ,2,,
Brussels,Water & Amusement Parks,Theme Parks ,1,,
Brussels,Water & Amusement Parks,Water Parks ,1,,
Cairo,Food & Drink,Other Food & Drink ,3,,
Cairo,Food & Drink,Cooking Classes ,1,,
Cairo,Food & Drink,Food Tours ,1,,
Cairo,Shopping,Art Galleries ,76,,
Cairo,Shopping,Gift & Specialty Shops ,16,,
Cairo,Shopping,Flea & Street Markets ,8,,
Cairo,Shopping,Shopping Malls ,6,,
Cairo,Shopping,Antique Stores ,5,,
Cairo,Shopping,Shopping Tours ,1,,
Cairo,Boat Tours & Water Sports,Boat Tours ,9,,
Cairo,Boat Tours & Water Sports,Scuba & Snorkeling ,6,,
Cairo,Boat Tours & Water Sports,Water Sports ,2,,
Cairo,Boat Tours & Water Sports,Boat Rentals ,1,,
Cairo,Boat Tours & Water Sports,River Rafting & Tubing ,1,,
Cairo,Boat Tours & Water Sports,Speed Boats Tours ,1,,
Cairo,Boat Tours & Water Sports,"Surfing, Windsurfing & Kitesurfing ",1,,
Cairo,Boat Tours & Water Sports,Swim with Dolphins ,1,,
Cairo,Tours,Sightseeing Tours ,176,,
Cairo,Tours,Private Tours ,82,,
Cairo,Tours,City Tours ,38,,
Cairo,Tours,Historical & Heritage Tours ,38,,
Cairo,Tours,Cultural Tours ,36,,
Cairo,Tours,Archaeology Tours ,23,,
Cairo,Tours,Day Trips from Cairo ,15,,
Cairo,Tours,Boat Tours ,9,,
Cairo,Tours,Bus Tours ,9,,
Cairo,Museums,Art Galleries ,76,,
Cairo,Museums,History Museums ,15,,
Cairo,Museums,Specialty Museums ,13,,
Cairo,Museums,Art Museums ,6,,
Cairo,Museums,Military Museums ,1,,
Cairo,Museums,Science Museums ,1,,
Cairo,Outdoor Activities,Boat Tours ,9,,
Cairo,Outdoor Activities,Other Outdoor Activities ,7,,
Cairo,Outdoor Activities,Safaris ,7,,
Cairo,Outdoor Activities,Scuba & Snorkeling ,6,,
Cairo,Outdoor Activities,"4WD, ATV & Off-Road Tours ",5,,
Cairo,Outdoor Activities,Eco Tours ,5,,
Cairo,Outdoor Activities,Nature & Wildlife Tours ,5,,
Cairo,Outdoor Activities,Hiking & Camping Tours ,4,,
Cairo,Outdoor Activities,Golf Courses ,3,,
Cairo,Nature & Parks,Parks ,3,,
Cairo,Nature & Parks,Aquariums ,2,,
Cairo,Nature & Parks,Zoos ,2,,
Cairo,Nature & Parks,Dams ,1,,
Cairo,Nature & Parks,Gardens ,1,,
Cairo,Nature & Parks,Islands ,1,,
Cairo,Nature & Parks,Mountains ,1,,
Cairo,Nature & Parks,Nature & Wildlife Areas ,1,,
Cairo,Nature & Parks,Valleys ,1,,
Cairo,Sights & Landmarks,Sacred & Religious Sites ,36,,
Cairo,Sights & Landmarks,Ancient Ruins ,23,,
Cairo,Sights & Landmarks,Historic Sites ,21,,
Cairo,Sights & Landmarks,Points of Interest & Landmarks ,17,,
Cairo,Sights & Landmarks,Architectural Buildings ,12,,
Cairo,Sights & Landmarks,Neighborhoods ,7,,
Cairo,Sights & Landmarks,Monuments & Statues ,5,,
Cairo,Sights & Landmarks,Churches & Cathedrals ,4,,
Cairo,Sights & Landmarks,Cemeteries ,3,,
Cairo,Concerts & Shows,Theater & Performances ,3,,
Cairo,Concerts & Shows,Theaters ,3,,
Cairo,Concerts & Shows,Comedy Clubs ,1,,
Cairo,Concerts & Shows,Concerts ,1,,
Cairo,Concerts & Shows,Dinner Theaters ,1,,
Cebu,Food & Drink,Other Food & Drink ,2,,
Cebu,Food & Drink,Farmers Markets ,1,,
Cebu,Food & Drink,Food Tours ,1,,
Cebu,Fun & Games,Game & Entertainment Centers ,6,,
Cebu,Fun & Games,Sports Complexes ,4,,
Cebu,Fun & Games,Movie Theaters ,3,,
Cebu,Fun & Games,Other Fun & Games ,2,,
Cebu,Fun & Games,Playgrounds ,2,,
Cebu,Fun & Games,Bowling Alleys ,1,,
Cebu,Fun & Games,Casinos ,1,,
Cebu,Fun & Games,Room Escape Games ,1,,
Cebu,Shopping,Shopping Malls ,14,,
Cebu,Shopping,Gift & Specialty Shops ,6,,
Cebu,Shopping,Flea & Street Markets ,3,,
Cebu,Shopping,Department Stores ,1,,
Cebu,Shopping,Farmers Markets ,1,,
Cebu,Shopping,Shopping Tours ,1,,
Cebu,Boat Tours & Water Sports,Scuba & Snorkeling ,67,,
Cebu,Boat Tours & Water Sports,Boat Tours ,16,,
Cebu,Boat Tours & Water Sports,Dolphin & Whale Watching ,15,,
Cebu,Boat Tours & Water Sports,Shark Diving ,13,,
Cebu,Boat Tours & Water Sports,Water Sports ,8,,
Cebu,Boat Tours & Water Sports,Boat Rentals ,4,,
Cebu,Boat Tours & Water Sports,Waterskiing & Jetskiing ,3,,
Cebu,Boat Tours & Water Sports,Fishing Charters & Tours ,1,,
Cebu,Boat Tours & Water Sports,Kayaking & Canoeing ,1,,
Cebu,Tours,Scuba & Snorkeling ,67,,
Cebu,Tours,Boat Tours ,16,,
Cebu,Tours,Dolphin & Whale Watching ,15,,
Cebu,Tours,Shark Diving ,13,,
Cebu,Tours,Sightseeing Tours ,11,,
Cebu,Tours,Canyoning & Rappelling Tours ,10,,
Cebu,Tours,Nature & Wildlife Tours ,9,,
Cebu,Tours,Water Sports ,8,,
Cebu,Tours,Private Tours ,5,,
Cebu,Museums,Specialty Museums ,12,,
Cebu,Museums,History Museums ,3,,
Cebu,Museums,Art Museums ,2,,
Cebu,Outdoor Activities,Scuba & Snorkeling ,67,,
Cebu,Outdoor Activities,Beaches ,17,,
Cebu,Outdoor Activities,Boat Tours ,16,,
Cebu,Outdoor Activities,Dolphin & Whale Watching ,15,,
Cebu,Outdoor Activities,Shark Diving ,13,,
Cebu,Outdoor Activities,Canyoning & Rappelling Tours ,10,,
Cebu,Outdoor Activities,Other Outdoor Activities ,10,,
Cebu,Outdoor Activities,Nature & Wildlife Tours ,9,,
Cebu,Outdoor Activities,Water Sports ,8,,
Cebu,Nature & Parks,Waterfalls ,18,,
Cebu,Nature & Parks,Beaches ,17,,
Cebu,Nature & Parks,Islands ,11,,
Cebu,Nature & Parks,Nature & Wildlife Areas ,9,,
Cebu,Nature & Parks,Caverns & Caves ,8,,
Cebu,Nature & Parks,Bodies of Water ,7,,
Cebu,Nature & Parks,Mountains ,6,,
Cebu,Nature & Parks,Gardens ,4,,
Cebu,Nature & Parks,Parks ,4,,
Cebu,Sights & Landmarks,Sacred & Religious Sites ,17,,
Cebu,Sights & Landmarks,Historic Sites ,15,,
Cebu,Sights & Landmarks,Points of Interest & Landmarks ,10,,
Cebu,Sights & Landmarks,Monuments & Statues ,5,,
Cebu,Sights & Landmarks,Churches & Cathedrals ,3,,
Cebu,Sights & Landmarks,Historic Walking Areas ,3,,
Cebu,Sights & Landmarks,Lighthouses ,3,,
Cebu,Sights & Landmarks,Ancient Ruins ,2,,
Cebu,Sights & Landmarks,Architectural Buildings ,2,,
Cebu,Water & Amusement Parks,Water Parks ,4,,
Cebu,Water & Amusement Parks,Theme Parks ,2,,
Clark,Food & Drink,Other Food & Drink ,1,,
Clark,Food & Drink,Wine Tours & Tastings ,1,,
Clark,Food & Drink,Wineries & Vineyards ,1,,
Clark,Fun & Games,Game & Entertainment Centers ,2,,
Clark,Fun & Games,Bowling Alleys ,1,,
Clark,Fun & Games,Movie Theaters ,1,,
Clark,Fun & Games,Other Fun & Games ,1,,
Clark,Fun & Games,Room Escape Games ,1,,
Clark,Outdoor Activities,Other Outdoor Activities ,1,,
Clark,Shopping,Art Galleries ,2,,
Clark,Shopping,Gift & Specialty Shops ,2,,
Clark,Shopping,Antique Stores ,1,,
Clark,Tours,Wine Tours & Tastings ,1,,
Clark,Museums,Art Galleries ,2,,
Clark,Museums,Specialty Museums ,1,,
Clark,Nature & Parks,Parks ,3,,
Clark,Nature & Parks,Caverns & Caves ,1,,
Clark,Nature & Parks,Marinas ,1,,
Clark,Sights & Landmarks,Points of Interest & Landmarks ,1,,
Clark,Concerts & Shows,Theaters ,1,,
Dakar,Outdoor Activities,"4WD, ATV & Off-Road Tours ",1,,
Dakar,Outdoor Activities,Beaches ,1,,
Dakar,Outdoor Activities,Eco Tours ,1,,
Dakar,Outdoor Activities,Nature & Wildlife Tours ,1,,
Dakar,Outdoor Activities,Scuba & Snorkeling ,1,,
Dakar,Outdoor Activities,Zoos ,1,,
Dakar,Shopping,Gift & Specialty Shops ,3,,
Dakar,Shopping,Flea & Street Markets ,2,,
Dakar,Shopping,Art Galleries ,1,,
Dakar,Boat Tours & Water Sports,Scuba & Snorkeling ,1,,
Dakar,Tours,Cultural Tours ,2,,
Dakar,Tours,Sightseeing Tours ,2,,
Dakar,Tours,"4WD, ATV & Off-Road Tours ",1,,
Dakar,Tours,Bus Tours ,1,,
Dakar,Tours,City Tours ,1,,
Dakar,Tours,Day Trips from Dakar ,1,,
Dakar,Tours,Eco Tours ,1,,
Dakar,Tours,Historical & Heritage Tours ,1,,
Dakar,Tours,Nature & Wildlife Tours ,1,,
Dakar,Museums,Art Galleries ,1,,
Dakar,Museums,Art Museums ,1,,
Dakar,Museums,Specialty Museums ,1,,
Dakar,Nature & Parks,Nature & Wildlife Areas ,2,,
Dakar,Nature & Parks,Beaches ,1,,
Dakar,Nature & Parks,Zoos ,1,,
Dakar,Classes & Workshops,Lessons & Workshops ,1,,
Dakar,Sights & Landmarks,Sacred & Religious Sites ,4,,
Dakar,Sights & Landmarks,Points of Interest & Landmarks ,3,,
Dakar,Sights & Landmarks,Churches & Cathedrals ,1,,
Dakar,Sights & Landmarks,Monuments & Statues ,1,,
Dakar,Water & Amusement Parks,Theme Parks ,1,,
Dallas/Fort Worth,Food & Drink,Breweries ,4,,
Dallas/Fort Worth,Food & Drink,Brewery Tours ,1,,
Dallas/Fort Worth,Food & Drink,Food Tours ,1,,
Dallas/Fort Worth,Food & Drink,Other Food & Drink ,1,,
Dallas/Fort Worth,Food & Drink,Wineries & Vineyards ,1,,
Dallas/Fort Worth,Fun & Games,Game & Entertainment Centers ,7,,
Dallas/Fort Worth,Fun & Games,Movie Theaters ,5,,
Dallas/Fort Worth,Fun & Games,Bowling Alleys ,4,,
Dallas/Fort Worth,Fun & Games,Room Escape Games ,4,,
Dallas/Fort Worth,Fun & Games,Shooting Ranges ,3,,
Dallas/Fort Worth,Fun & Games,Sports Complexes ,3,,
Dallas/Fort Worth,Fun & Games,Comedy Clubs ,2,,
Dallas/Fort Worth,Fun & Games,Other Fun & Games ,2,,
Dallas/Fort Worth,Fun & Games,Paint & Pottery Studios ,1,,
Dallas/Fort Worth,Shopping,Gift & Specialty Shops ,14,,
Dallas/Fort Worth,Shopping,Art Galleries ,7,,
Dallas/Fort Worth,Shopping,Antique Stores ,2,,
Dallas/Fort Worth,Shopping,Shopping Malls ,2,,
Dallas/Fort Worth,Museums,Specialty Museums ,13,,
Dallas/Fort Worth,Museums,History Museums ,8,,
Dallas/Fort Worth,Museums,Art Galleries ,7,,
Dallas/Fort Worth,Museums,Art Museums ,5,,
Dallas/Fort Worth,Museums,Observatories & Planetariums ,1,,
Dallas/Fort Worth,Nature & Parks,Gardens ,4,,
Dallas/Fort Worth,Nature & Parks,Nature & Wildlife Areas ,3,,
Dallas/Fort Worth,Nature & Parks,Parks ,3,,
Dallas/Fort Worth,Nature & Parks,Biking Trails ,2,,
Dallas/Fort Worth,Nature & Parks,Bodies of Water ,2,,
Dallas/Fort Worth,Nature & Parks,Playgrounds ,1,,
Dallas/Fort Worth,Nature & Parks,Zoos ,1,,
Dallas/Fort Worth,Nightlife,Bars & Clubs ,67,,
Dallas/Fort Worth,Nightlife,Country & Western Bars ,4,,
Dallas/Fort Worth,Nightlife,Dance Clubs & Discos ,3,,
Dallas/Fort Worth,Nightlife,Comedy Clubs ,2,,
Dallas/Fort Worth,Nightlife,Cigar Bars ,1,,
Dallas/Fort Worth,Nightlife,Jazz Clubs & Bars ,1,,
Dallas/Fort Worth,Nightlife,Piano Bars ,1,,
Dallas/Fort Worth,Zoos & Aquariums,Zoos ,1,,
Dallas/Fort Worth,Outdoor Activities,Golf Courses ,9,,
Dallas/Fort Worth,Outdoor Activities,Gear Rentals ,4,,
Dallas/Fort Worth,Outdoor Activities,Adrenaline & Extreme Tours ,2,,
Dallas/Fort Worth,Outdoor Activities,Biking Trails ,2,,
Dallas/Fort Worth,Outdoor Activities,Horseback Riding Tours ,2,,
Dallas/Fort Worth,Outdoor Activities,Kayaking & Canoeing ,2,,
Dallas/Fort Worth,Outdoor Activities,Other Outdoor Activities ,2,,
Dallas/Fort Worth,Outdoor Activities,Stand-Up Paddleboarding ,2,,
Dallas/Fort Worth,Outdoor Activities,Bike Tours ,1,,
Dallas/Fort Worth,Sights & Landmarks,Historic Sites ,10,,
Dallas/Fort Worth,Sights & Landmarks,Architectural Buildings ,5,,
Dallas/Fort Worth,Sights & Landmarks,Sacred & Religious Sites ,5,,
Dallas/Fort Worth,Sights & Landmarks,Neighborhoods ,4,,
Dallas/Fort Worth,Sights & Landmarks,Points of Interest & Landmarks ,4,,
Dallas/Fort Worth,Sights & Landmarks,Educational sites ,3,,
Dallas/Fort Worth,Sights & Landmarks,Government Buildings ,3,,
Dallas/Fort Worth,Sights & Landmarks,Historic Walking Areas ,3,,
Dallas/Fort Worth,Sights & Landmarks,Arenas & Stadiums ,2,,
Dallas/Fort Worth,Concerts & Shows,Theaters ,12,,
Dallas/Fort Worth,Concerts & Shows,Country & Western Bars ,4,,
Dallas/Fort Worth,Concerts & Shows,Theater & Performances ,3,,
Dallas/Fort Worth,Concerts & Shows,Comedy Clubs ,2,,
Dallas/Fort Worth,Concerts & Shows,Ballets ,1,,
Dallas/Fort Worth,Concerts & Shows,Concerts ,1,,
Dallas/Fort Worth,Concerts & Shows,Jazz Clubs & Bars ,1,,
Dallas/Fort Worth,Concerts & Shows,Piano Bars ,1,,
Dammam,Nature & Parks,Islands ,1,,
Dammam,Nature & Parks,Playgrounds ,1,,
Dammam,Fun & Games,Game & Entertainment Centers ,1,,
Dammam,Fun & Games,Other Fun & Games ,1,,
Dammam,Fun & Games,Playgrounds ,1,,
Dammam,Fun & Games,Sports Complexes ,1,,
Dammam,Shopping,Shopping Malls ,3,,
Dammam,Shopping,Gift & Specialty Shops ,2,,
Dammam,Boat Tours & Water Sports,Scuba & Snorkeling ,1,,
Dammam,Tours,Scuba & Snorkeling ,1,,
Dammam,Outdoor Activities,Scuba & Snorkeling ,1,,
Denpasar,Food & Drink,Cooking Classes ,7,,
Denpasar,Food & Drink,Food Tours ,6,,
Denpasar,Food & Drink,Coffee & Tea Tours ,5,,
Denpasar,Food & Drink,Farmers Markets ,2,,
Denpasar,Food & Drink,Other Food & Drink ,2,,
Denpasar,Food & Drink,Wine Bars ,2,,
Denpasar,Shopping,Gift & Specialty Shops ,38,,
Denpasar,Shopping,Shopping Tours ,22,,
Denpasar,Shopping,Art Galleries ,4,,
Denpasar,Shopping,Shopping Malls ,3,,
Denpasar,Shopping,Farmers Markets ,2,,
Denpasar,Shopping,Flea & Street Markets ,2,,
Denpasar,Shopping,Department Stores ,1,,
Denpasar,Shopping,Factory Outlets ,1,,
Denpasar,Shopping,Fashion Shows & Tours ,1,,
Denpasar,Spas & Wellness,Spas ,70,,
Denpasar,Spas & Wellness,Yoga & Pilates ,6,,
Denpasar,Spas & Wellness,Health/Fitness Clubs & Gyms ,4,,
Denpasar,Spas & Wellness,Thermal Spas ,2,,
Denpasar,Spas & Wellness,Arab Baths ,1,,
Denpasar,Spas & Wellness,Roman Baths ,1,,
Denpasar,Boat Tours & Water Sports,Scuba & Snorkeling ,69,,
Denpasar,Boat Tours & Water Sports,River Rafting & Tubing ,52,,
Denpasar,Boat Tours & Water Sports,Boat Tours ,37,,
Denpasar,Boat Tours & Water Sports,Water Sports ,36,,
Denpasar,Boat Tours & Water Sports,Fishing Charters & Tours ,11,,
Denpasar,Boat Tours & Water Sports,"Surfing, Windsurfing & Kitesurfing ",7,,
Denpasar,Boat Tours & Water Sports,Waterskiing & Jetskiing ,7,,
Denpasar,Boat Tours & Water Sports,Dolphin & Whale Watching ,6,,
Denpasar,Boat Tours & Water Sports,Parasailing & Paragliding ,6,,
Denpasar,Tours,Private Tours ,316,,
Denpasar,Tours,Cultural Tours ,176,,
Denpasar,Tours,Sightseeing Tours ,141,,
Denpasar,Tours,Nature & Wildlife Tours ,79,,
Denpasar,Tours,Scuba & Snorkeling ,69,,
Denpasar,Tours,River Rafting & Tubing ,52,,
Denpasar,Tours,City Tours ,44,,
Denpasar,Tours,Boat Tours ,37,,
Denpasar,Tours,Water Sports ,36,,
Denpasar,Nature & Parks,Beaches ,8,,
Denpasar,Nature & Parks,Nature & Wildlife Areas ,3,,
Denpasar,Nature & Parks,Parks ,3,,
Denpasar,Nature & Parks,Gardens ,2,,
Denpasar,Nature & Parks,Playgrounds ,2,,
Denpasar,Nature & Parks,Islands ,1,,
Denpasar,Nature & Parks,State Parks ,1,,
Denpasar,Outdoor Activities,Nature & Wildlife Tours ,79,,
Denpasar,Outdoor Activities,Scuba & Snorkeling ,69,,
Denpasar,Outdoor Activities,River Rafting & Tubing ,52,,
Denpasar,Outdoor Activities,Boat Tours ,37,,
Denpasar,Outdoor Activities,Water Sports ,36,,
Denpasar,Outdoor Activities,Bike Tours ,30,,
Denpasar,Outdoor Activities,"4WD, ATV & Off-Road Tours ",22,,
Denpasar,Outdoor Activities,Hiking & Camping Tours ,22,,
Denpasar,Outdoor Activities,Other Outdoor Activities ,18,,
Denpasar,Classes & Workshops,Lessons & Workshops ,8,,
Denpasar,Classes & Workshops,Cooking Classes ,7,,
Denpasar,Transportation,Taxis & Shuttles ,15,,
Denpasar,Transportation,Ferries ,4,,
Denpasar,Transportation,Bus Transportation ,3,,
Denpasar,Transportation,Mass Transportation Systems ,2,,
Dhaka,Food & Drink,Farmers Markets ,1,,
Dhaka,Food & Drink,Other Food & Drink ,1,,
Dhaka,Fun & Games,Movie Theaters ,2,,
Dhaka,Fun & Games,Other Fun & Games ,1,,
Dhaka,Shopping,Gift & Specialty Shops ,6,,
Dhaka,Shopping,Art Galleries ,4,,
Dhaka,Shopping,Flea & Street Markets ,2,,
Dhaka,Shopping,Department Stores ,1,,
Dhaka,Shopping,Farmers Markets ,1,,
Dhaka,Shopping,Shopping Malls ,1,,
Dhaka,Boat Tours & Water Sports,Boat Tours ,3,,
Dhaka,Tours,City Tours ,10,,
Dhaka,Tours,Cultural Tours ,9,,
Dhaka,Tours,Historical & Heritage Tours ,6,,
Dhaka,Tours,Nature & Wildlife Tours ,6,,
Dhaka,Tours,Sightseeing Tours ,5,,
Dhaka,Tours,Walking Tours ,4,,
Dhaka,Tours,Boat Tours ,3,,
Dhaka,Tours,Day Trips from Dhaka City ,3,,
Dhaka,Tours,Archaeology Tours ,1,,
Dhaka,Museums,Art Galleries ,4,,
Dhaka,Museums,History Museums ,2,,
Dhaka,Museums,Military Museums ,2,,
Dhaka,Museums,Observatories & Planetariums ,1,,
Dhaka,Zoos & Aquariums,Zoos ,1,,
Dhaka,Outdoor Activities,Nature & Wildlife Tours ,6,,
Dhaka,Outdoor Activities,Boat Tours ,3,,
Dhaka,Outdoor Activities,Golf Courses ,2,,
Dhaka,Outdoor Activities,Beaches ,1,,
Dhaka,Outdoor Activities,Eco Tours ,1,,
Dhaka,Outdoor Activities,Other Outdoor Activities ,1,,
Dhaka,Outdoor Activities,Zoos ,1,,
Dhaka,Nature & Parks,Gardens ,3,,
Dhaka,Nature & Parks,Parks ,2,,
Dhaka,Nature & Parks,Beaches ,1,,
Dhaka,Nature & Parks,Zoos ,1,,
Dhaka,Sights & Landmarks,Sacred & Religious Sites ,11,,
Dhaka,Sights & Landmarks,Points of Interest & Landmarks ,5,,
Dhaka,Sights & Landmarks,Architectural Buildings ,4,,
Dhaka,Sights & Landmarks,Churches & Cathedrals ,3,,
Dhaka,Sights & Landmarks,Historic Sites ,2,,
Dhaka,Sights & Landmarks,Monuments & Statues ,2,,
Dhaka,Sights & Landmarks,Arenas & Stadiums ,1,,
Dhaka,Sights & Landmarks,Battlefields ,1,,
Dhaka,Sights & Landmarks,Cemeteries ,1,,
Doha,Food & Drink,Food Tours ,1,,
Doha,Food & Drink,Wine Bars ,1,,
Doha,Fun & Games,Game & Entertainment Centers ,2,,
Doha,Fun & Games,Movie Theaters ,2,,
Doha,Fun & Games,Playgrounds ,2,,
Doha,Fun & Games,Bowling Alleys ,1,,
Doha,Fun & Games,Horse Tracks ,1,,
Doha,Fun & Games,Mini Golf ,1,,
Doha,Fun & Games,Room Escape Games ,1,,
Doha,Outdoor Activities,Other Outdoor Activities ,5,,
Doha,Outdoor Activities,Beaches ,3,,
Doha,Outdoor Activities,Boat Tours ,3,,
Doha,Outdoor Activities,Scuba & Snorkeling ,3,,
Doha,Outdoor Activities,"Surfing, Windsurfing & Kitesurfing ",3,,
Doha,Outdoor Activities,Boat Rentals ,2,,
Doha,Outdoor Activities,Zoos ,2,,
Doha,Outdoor Activities,"4WD, ATV & Off-Road Tours ",1,,
Doha,Outdoor Activities,Kayaking & Canoeing ,1,,
Doha,Spas & Wellness,Spas ,19,,
Doha,Spas & Wellness,Hammams & Turkish Baths ,3,,
Doha,Spas & Wellness,Arab Baths ,2,,
Doha,Spas & Wellness,Health/Fitness Clubs & Gyms ,2,,
Doha,Boat Tours & Water Sports,Boat Tours ,3,,
Doha,Boat Tours & Water Sports,Scuba & Snorkeling ,3,,
Doha,Boat Tours & Water Sports,"Surfing, Windsurfing & Kitesurfing ",3,,
Doha,Boat Tours & Water Sports,Boat Rentals ,2,,
Doha,Boat Tours & Water Sports,Kayaking & Canoeing ,1,,
Doha,Boat Tours & Water Sports,Speed Boats Tours ,1,,
Doha,Boat Tours & Water Sports,Stand-Up Paddleboarding ,1,,
Doha,Boat Tours & Water Sports,Water Sports ,1,,
Doha,Boat Tours & Water Sports,Waterskiing & Jetskiing ,1,,
Doha,Museums,Specialty Museums ,6,,
Doha,Museums,Art Galleries ,2,,
Doha,Museums,Art Museums ,2,,
Doha,Museums,History Museums ,1,,
Doha,Nature & Parks,Beaches ,3,,
Doha,Nature & Parks,Parks ,3,,
Doha,Nature & Parks,Playgrounds ,2,,
Doha,Nature & Parks,Zoos ,2,,
Doha,Nature & Parks,Caverns & Caves ,1,,
Doha,Nature & Parks,Gardens ,1,,
Doha,Nature & Parks,State Parks ,1,,
Doha,Traveler Resources,Conference & Convention Centers ,1,,
Doha,Traveler Resources,Visitor Centers ,1,,
Doha,Shopping,Shopping Malls ,7,,
Doha,Shopping,Flea & Street Markets ,5,,
Doha,Shopping,Gift & Specialty Shops ,3,,
Doha,Shopping,Art Galleries ,2,,
Doha,Shopping,Antique Stores ,1,,
Doha,Tours,Sightseeing Tours ,5,,
Doha,Tours,Boat Tours ,3,,
Doha,Tours,Private Tours ,3,,
Doha,Tours,Scuba & Snorkeling ,3,,
Doha,Tours,"Surfing, Windsurfing & Kitesurfing ",3,,
Doha,Tours,Boat Rentals ,2,,
Doha,Tours,City Tours ,2,,
Doha,Tours,Cultural Tours ,2,,
Doha,Tours,Historical & Heritage Tours ,2,,
Doha,Nightlife,Bars & Clubs ,15,,
Doha,Nightlife,"Bar, Club & Pub Tours ",1,,
Doha,Nightlife,Jazz Clubs & Bars ,1,,
Doha,Nightlife,Piano Bars ,1,,
Doha,Nightlife,Wine Bars ,1,,
Doha,Water & Amusement Parks,Theme Parks ,1,,
Doha,Water & Amusement Parks,Water Parks ,1,,
Doha,Sights & Landmarks,Points of Interest & Landmarks ,7,,
Doha,Sights & Landmarks,Sacred & Religious Sites ,4,,
Doha,Sights & Landmarks,Arenas & Stadiums ,3,,
Doha,Sights & Landmarks,Architectural Buildings ,1,,
Doha,Sights & Landmarks,Auto Race Tracks ,1,,
Doha,Sights & Landmarks,Scenic Walking Areas ,1,,
Doha,Concerts & Shows,Jazz Clubs & Bars ,1,,
Doha,Concerts & Shows,Piano Bars ,1,,
Doha,Concerts & Shows,Symphonies ,1,,
Doha,Concerts & Shows,Theater & Performances ,1,,
Doha,Concerts & Shows,Theaters ,1,,
Düsseldorf,Food & Drink,Food Tours ,2,,
Düsseldorf,Food & Drink,Brewery Tours ,1,,
Düsseldorf,Food & Drink,Distillery Tours ,1,,
Düsseldorf,Food & Drink,Other Food & Drink ,1,,
